[2026-09-24T12:25:01.336306+00:00] AUDIT_EVENT | id=24bef148-b7a1-46a5-91d3-3a43979e22aa | name=Mechanical Keyboard | type=sync | client_ip=testclient | status=AUDIT_RECORDED
[2026-09-24T12:26:24.540618+00:00] AUDIT_EVENT | id=30a24a21-88c6-45f7-9555-2cf771966320 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.540618+00:00] AUDIT_EVENT | id=e1be916d-7068-45fe-af64-fe7e148587f7 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.550437+00:00] AUDIT_EVENT | id=4e0326b3-9464-4c26-952b-63c169a1ad45 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.573582+00:00] AUDIT_EVENT | id=f65d89f2-3402-4aa7-81fd-de255b929b05 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.573582+00:00] AUDIT_EVENT | id=7b1d03ef-a85d-4ea1-bcbe-2d2d6072f954 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.597675+00:00] AUDIT_EVENT | id=88e3f918-a116-4c29-817c-888034c3fa35 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.615276+00:00] AUDIT_EVENT | id=9d299a79-a9b6-4cce-9714-02ad073c2494 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.615276+00:00] AUDIT_EVENT | id=1bd84419-b742-4caf-8f7d-03e9610a157d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.647081+00:00] AUDIT_EVENT | id=bd28a86c-c2bd-4cc9-a3f4-6902e38f1fc8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.647081+00:00] AUDIT_EVENT | id=c379d32c-8c93-4a97-987f-e8b3853d5720 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.658983+00:00] AUDIT_EVENT | id=cacb19ff-9d7b-4e1f-bef6-53c9eae117c8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.684036+00:00] AUDIT_EVENT | id=c3444743-5470-4c63-907c-26678a7944fb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.694001+00:00] AUDIT_EVENT | id=47403f39-35b7-4ddf-97f4-5c0a5744e981 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.716112+00:00] AUDIT_EVENT | id=bab20bb8-b904-4982-be6f-cdc1d90032e4 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.725407+00:00] AUDIT_EVENT | id=335e9cdf-6b82-4af9-9548-0e95bc7e6ab8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.760896+00:00] AUDIT_EVENT | id=7cc06749-181b-4941-82b5-8906329a286f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.767697+00:00] AUDIT_EVENT | id=9d701629-1ae3-489c-bf5e-18490c4e3da3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.786755+00:00] AUDIT_EVENT | id=35b5f737-4526-4165-b1f8-47063f6cb2e9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.828562+00:00] AUDIT_EVENT | id=0c05fd9c-59f8-4276-b420-aff1f4cc6ed1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.828562+00:00] AUDIT_EVENT | id=04cb48f6-d429-4efc-ad69-60d8202b06e0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.832930+00:00] AUDIT_EVENT | id=bfa2267f-271c-4c92-834a-b0f8e5361924 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.832930+00:00] AUDIT_EVENT | id=2dba3560-b1a3-486e-83c0-12230e0397cb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.852942+00:00] AUDIT_EVENT | id=95505b14-dfd5-49b8-a782-7ca1cc1d1b63 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.893164+00:00] AUDIT_EVENT | id=e3b2e62d-76f6-4af6-a9a5-06fe26d98a1a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.892623+00:00] AUDIT_EVENT | id=2ef8a218-1dec-4241-b8e5-fadda0ff45eb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.912172+00:00] AUDIT_EVENT | id=e00271b0-2bb7-4d12-bc5e-518870cfccf7 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.912172+00:00] AUDIT_EVENT | id=3ec69606-a7c7-4dfc-8b9a-d36b7ed52e54 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.949717+00:00] AUDIT_EVENT | id=7a22e1c2-bcb0-4e1b-9f6b-dab6c6f08bac | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.959035+00:00] AUDIT_EVENT | id=ab13de6d-3eb9-4f70-b4cf-8831ca8eb3d8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.975833+00:00] AUDIT_EVENT | id=192e4c43-a7c0-4b71-8c45-7b9b782c7105 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.975833+00:00] AUDIT_EVENT | id=8d44818d-f31a-4186-b88b-9c9c4e968e70 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:24.990190+00:00] AUDIT_EVENT | id=1a4e2cba-a962-4264-af75-dd92a9d33ec6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.005672+00:00] AUDIT_EVENT | id=df66227d-2c9e-4173-ae56-19f30a9fef1b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.021796+00:00] AUDIT_EVENT | id=78fb3b5f-14d5-4b38-b13b-c570fa6fbad0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.021796+00:00] AUDIT_EVENT | id=29356d1a-5e95-4b34-802b-4846c4b8f145 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.038987+00:00] AUDIT_EVENT | id=1b316679-13e8-4b3a-b23d-756a82d2d173 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.038987+00:00] AUDIT_EVENT | id=9160c84a-4d96-4be2-90cd-d667bea51178 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.052164+00:00] AUDIT_EVENT | id=a9176776-0135-4f35-bb7c-608412365403 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.052164+00:00] AUDIT_EVENT | id=5dc5ce55-bd7c-4bdb-a106-a4a08ac04ac1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.069045+00:00] AUDIT_EVENT | id=f8617300-0eb9-46cb-9c53-810e0b8b0d89 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.069045+00:00] AUDIT_EVENT | id=73c904ef-868c-4b22-836a-b2e53347fa4b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.083796+00:00] AUDIT_EVENT | id=bfd75b4f-288c-4b11-b853-233fe41b2b2a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.083796+00:00] AUDIT_EVENT | id=11823ccc-a658-4b9a-b004-e784b1de0df4 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.083796+00:00] AUDIT_EVENT | id=f7614ff2-3b8c-47c7-9872-a06e631e9e05 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.098637+00:00] AUDIT_EVENT | id=a5e7ea0c-6016-4a49-b0a6-2426db678944 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.098637+00:00] AUDIT_EVENT | id=a7291adb-1735-4a47-9ef1-8023e8da99b0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.098637+00:00] AUDIT_EVENT | id=39f84727-6c13-449e-a893-747b864571fd | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.115604+00:00] AUDIT_EVENT | id=df636ed0-70b0-4ba5-b9d2-7b2780595f4f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.115604+00:00] AUDIT_EVENT | id=3df24556-048f-4e9f-b3d5-45b52eefbca0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.115604+00:00] AUDIT_EVENT | id=2775f5a2-5e92-428c-9bdf-90766179e6e6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.131671+00:00] AUDIT_EVENT | id=9144088d-43dd-47c1-9545-5c05121e0f1c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.131671+00:00] AUDIT_EVENT | id=fcc01e20-5eb7-418e-aac4-fc23997bad0b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.131671+00:00] AUDIT_EVENT | id=f9954b87-b179-4177-918b-995c3d0bd17d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.147344+00:00] AUDIT_EVENT | id=8954876b-d763-4ee6-8c9d-31dd6f2faadb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.147344+00:00] AUDIT_EVENT | id=2e62c3d0-2467-45a1-a63f-42b6a4682486 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.147344+00:00] AUDIT_EVENT | id=bac533ab-da8b-45ab-b37d-e0101b52e7aa | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.162969+00:00] AUDIT_EVENT | id=5d10a288-cdde-4f5f-bac0-acf45d027b2d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.162969+00:00] AUDIT_EVENT | id=96309c0f-d39d-48a5-af04-d728450e045f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.163514+00:00] AUDIT_EVENT | id=8fdd5359-33e3-4c94-9dd4-72a25ac0f839 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.162969+00:00] AUDIT_EVENT | id=8af019c4-a8ae-438c-8aee-404d3406e6ad | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.177133+00:00] AUDIT_EVENT | id=75f0d25f-edab-43ee-b000-9315aa975ceb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.177133+00:00] AUDIT_EVENT | id=a64d41b8-4a3c-48ed-b173-f28fbef8411f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.177133+00:00] AUDIT_EVENT | id=cffa94d4-40dd-4a23-8733-d41c6d9c4139 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.198869+00:00] AUDIT_EVENT | id=73f4c33e-7429-4727-bd12-c151ca1fd2d3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.198869+00:00] AUDIT_EVENT | id=ca49cf66-a888-40b7-aad5-8c4d885cfeec | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.198869+00:00] AUDIT_EVENT | id=4b850882-2e86-4940-8825-61d418dc012c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.198869+00:00] AUDIT_EVENT | id=61ba9716-32b5-43eb-8fb8-656e07e020ce | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.198869+00:00] AUDIT_EVENT | id=356dd07e-13b4-45ee-99bd-768c741013f7 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.220095+00:00] AUDIT_EVENT | id=500aba2d-6393-4bc8-928e-477976c469d7 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.220095+00:00] AUDIT_EVENT | id=54e1c5c1-7750-449d-a76b-72fc8a832dd9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.220095+00:00] AUDIT_EVENT | id=3d8a9b40-1400-4626-8929-afd1242ae633 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.254342+00:00] AUDIT_EVENT | id=42f85fbe-904b-4104-82be-c29a3c3a21e8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301124+00:00] AUDIT_EVENT | id=20e9ae91-da41-4324-9e08-61d3891191ae | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301124+00:00] AUDIT_EVENT | id=771e2658-1581-452e-be26-3cdaa03c3d84 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=8ea2eaa2-aa29-4af7-a1fb-985d8d83367f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=6c7fa97f-b553-4c66-af86-1951faa81ba4 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=899c6da8-fa4c-4cdc-9cfd-cdc76500d7fd | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=60d40369-c95e-4a17-ba2d-0d07603349f0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=d5940858-5450-422c-96c4-58369477ab3c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=f948b90b-2c7d-4e01-8554-3373d87cdecb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301124+00:00] AUDIT_EVENT | id=922c24b1-eb9f-450a-827b-3c59de6268e2 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.302187+00:00] AUDIT_EVENT | id=285814e1-8152-473c-9377-a3950de024fd | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=d229a055-ff16-4b83-a4d0-7b3fae977637 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301124+00:00] AUDIT_EVENT | id=10705f9e-62dd-45c6-b398-09785681afcf | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.302187+00:00] AUDIT_EVENT | id=75c20333-db29-493d-94b3-e65d5b6422c5 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=0e75d372-3940-467d-aaad-ad4a756ba1d8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301662+00:00] AUDIT_EVENT | id=f5efe320-cfdc-4602-8990-d52221713e7d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.303245+00:00] AUDIT_EVENT | id=f367f787-09c4-4e1b-8a3e-414807b09a02 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.302187+00:00] AUDIT_EVENT | id=d31d02da-b7d2-41a5-80e6-ce4b1193b53c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.301124+00:00] AUDIT_EVENT | id=5dede275-a47a-4c05-981d-9111dde257f2 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.303785+00:00] AUDIT_EVENT | id=78117237-ebd6-4428-9f24-06b094f6cfcb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.302187+00:00] AUDIT_EVENT | id=49b90a50-5535-4e70-bd65-05e4a95b77c5 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=5d41fe47-67c5-49a9-be79-524442b968ad | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=d7ba6f0e-e536-4702-b19e-730ea0c6a5b6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=821b92b8-bafe-4819-82ef-65b3a5d634f9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=cc960f06-37fe-4bfd-9e23-488838b54daa | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=6e842637-d42a-4740-9093-ea0b278a7222 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=fe69f759-2ee0-4831-b16e-fd0e4f48f5cb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=086b2728-d399-4713-8f3b-0f92d606de2c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=07888d9e-cf2a-4609-8a8d-84dccd8a473b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=80a878a0-04c6-4728-a20c-0f61c9998c37 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=ebd4e18e-c571-4d0d-b479-97820ecf4280 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.324591+00:00] AUDIT_EVENT | id=a06bd200-0803-4fa5-8378-b5a325e98225 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.332270+00:00] AUDIT_EVENT | id=4d07f91a-6943-41fb-a8dd-c619db6bf694 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.332270+00:00] AUDIT_EVENT | id=38fbeca3-76c8-41d0-8972-d1d9e014beee | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=52a6007c-46ce-4deb-90c8-7c3ce8a815fb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=e09ce7dc-5cdd-499b-a974-a2081539f2c4 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=4c2294a6-5ab7-41ce-a085-2fb9ffb7daa1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.418518+00:00] AUDIT_EVENT | id=eafbce38-1bb7-436d-a798-08466268b7e3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=fa1b74d8-0737-46e6-9f4d-3dc427346aca | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=99a63ce1-4e81-44cf-9a4b-a6848ba9fef5 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=d62450d9-cf26-4514-863a-2cead013ab1a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.417966+00:00] AUDIT_EVENT | id=59812b26-21e5-4067-a0dc-9a69bd7a92d6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=e3e7c44f-4ae8-4189-84b1-2ab5595fa07b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=05215c54-1e6e-475f-a3fa-6644845ca5bf | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=694aa6a8-f812-4c1f-bf4f-557820d066fa | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=cb78921a-c145-485e-9362-bea8e656c1a1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=f3507e34-e882-4149-b32d-11364b4fc277 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=45de4a19-c695-449b-aa48-a3c35eb93dd0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.417354+00:00] AUDIT_EVENT | id=b628235e-18c0-4433-8a18-25aa23948abc | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=53af6333-4e16-4d34-b5b7-3b80c3c3152f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416817+00:00] AUDIT_EVENT | id=e28eb7cd-1049-4c1e-8944-b4e0714b97f2 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=b8a8c5b0-d7f4-46a8-a627-16a5a8950147 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.416273+00:00] AUDIT_EVENT | id=0902dd4b-32a6-4131-815d-59d797e1ef4e | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.430185+00:00] AUDIT_EVENT | id=5fe84784-5e7a-4f80-846f-34d2740f546c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.430722+00:00] AUDIT_EVENT | id=42d58abc-6278-4bcc-af3d-eea311b00abd | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.430185+00:00] AUDIT_EVENT | id=6302d131-61e4-4d30-befc-b264aa926ca3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.430722+00:00] AUDIT_EVENT | id=340d2aab-ba6e-4a84-9cda-84ffd4597278 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.430185+00:00] AUDIT_EVENT | id=330f2d53-afb1-4810-b843-818f865a7d65 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.479908+00:00] AUDIT_EVENT | id=aeb3df61-8cbd-4b74-819b-2e80a22c183a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:25.479908+00:00] AUDIT_EVENT | id=7cce301a-44bf-4d63-8acc-c9b40c322c98 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
